File Name,Dimensions,File Size (MB),Aspect Ratio
@dailydougie2.jpg,"(640, 640)",0.07634353637695312,1.0
@dailydougie3.jpg,"(640, 640)",0.06544017791748047,1.0
@dailydougie4.jpg,"(1190, 1038)",0.1277446746826172,1.1464354527938343
@dailydougie5.jpg,"(168, 300)",0.007625579833984375,0.56
@dailydougie6.jpg,"(225, 225)",0.010334968566894531,1.0
@dailydougie7.jpg,"(225, 225)",0.009308815002441406,1.0
@dailydougie8.jpg,"(1080, 1080)",0.12587833404541016,1.0
@dailydougie9.jpg,"(900, 900)",0.11285972595214844,1.0
@dogwithsign0.jpg,"(1080, 1080)",0.28110599517822266,1.0
@dogwithsign1.jpg,"(1280, 720)",0.12947368621826172,1.7777777777777777
@dogwithsign10.jpg,"(700, 875)",0.08640766143798828,0.8
@dogwithsign11.jpg,"(700, 875)",0.13242530822753906,0.8
@dogwithsign2.jpg,"(800, 450)",0.04488945007324219,1.7777777777777777
@dogwithsign4.jpg,"(700, 875)",0.19362258911132812,0.8
@dogwithsign5.jpg,"(700, 875)",0.19291114807128906,0.8
@dogwithsign6.jpg,"(1456, 1456)",0.23196029663085938,1.0
@dogwithsign7.jpg,"(700, 875)",0.12766361236572266,0.8
@dogwithsign8.jpg,"(700, 875)",0.1424570083618164,0.8
@dogwithsign9.jpg,"(1200, 630)",0.10855293273925781,1.9047619047619047
@eddie_jackrussell0.jpg,"(576, 700)",0.0519561767578125,0.8228571428571428
@eddie_jackrussell1.jpg,"(1400, 700)",0.09915351867675781,2.0
@eddie_jackrussell10.jpg,"(300, 168)",0.0070819854736328125,1.7857142857142858
@eddie_jackrussell11.jpg,"(720, 900)",0.04176521301269531,0.8
@eddie_jackrussell12.jpg,"(399, 299)",0.02067852020263672,1.334448160535117
@eddie_jackrussell13.jpg,"(594, 594)",0.03957176208496094,1.0
@eddie_jackrussell2.jpg,"(220, 282)",0.015974044799804688,0.7801418439716312
@eddie_jackrussell3.jpg,"(272, 186)",0.007971763610839844,1.4623655913978495
@eddie_jackrussell4.jpg,"(480, 360)",0.0200042724609375,1.3333333333333333
@eddie_jackrussell5.jpg,"(1280, 720)",0.0878915786743164,1.7777777777777777
@eddie_jackrussell6.jpg,"(265, 341)",0.019248008728027344,0.7771260997067448
@eddie_jackrussell8.jpg,"(900, 900)",0.05083274841308594,1.0
@eddie_jackrussell9.jpg,"(512, 384)",0.022893905639648438,1.3333333333333333
@emmatheminifrenchie0.jpg,"(1200, 1200)",0.22806930541992188,1.0
@emmatheminifrenchie1.jpg,"(800, 800)",0.09537792205810547,1.0
@emmatheminifrenchie10.jpg,"(750, 1334)",0.13622188568115234,0.5622188905547226
@emmatheminifrenchie11.jpg,"(400, 400)",0.02352619171142578,1.0
@emmatheminifrenchie12.jpg,"(2315, 2315)",0.6149463653564453,1.0
@emmatheminifrenchie2.jpg,"(750, 535)",0.07464218139648438,1.4018691588785046
@emmatheminifrenchie3.jpg,"(768, 960)",0.07766532897949219,0.8
@emmatheminifrenchie4.jpg,"(2048, 2048)",0.2888059616088867,1.0
@emmatheminifrenchie5.jpg,"(768, 960)",0.09006690979003906,0.8
@emmatheminifrenchie6.jpg,"(600, 600)",0.04992103576660156,1.0
@emmatheminifrenchie7.jpg,"(2048, 1536)",0.4789705276489258,1.3333333333333333
@emmatheminifrenchie8.jpg,"(201, 251)",0.009345054626464844,0.8007968127490039
@emmatheminifrenchie9.jpg,"(768, 768)",0.0941925048828125,1.0
@frankietothemoon1.jpg,"(686, 386)",0.03477191925048828,1.7772020725388602
@frankietothemoon10.jpg,"(480, 360)",0.03547382354736328,1.3333333333333333
@frankietothemoon12.jpg,"(168, 300)",0.008666038513183594,0.56
@frankietothemoon13.jpg,"(259, 194)",0.011572837829589844,1.3350515463917525
@frankietothemoon2.jpg,"(168, 300)",0.008085250854492188,0.56
@frankietothemoon3.jpg,"(259, 194)",0.013154029846191406,1.3350515463917525
@frankietothemoon4.jpg,"(320, 180)",0.010744094848632812,1.7777777777777777
@frankietothemoon5.jpg,"(259, 194)",0.009164810180664062,1.3350515463917525
@frankietothemoon6.jpg,"(553, 91)",0.013260841369628906,6.076923076923077
@frankietothemoon7.jpg,"(201, 251)",0.00926971435546875,0.8007968127490039
@frankietothemoon8.jpg,"(900, 900)",0.0714406967163086,1.0
@frankietothemoon9.jpg,"(1280, 720)",0.07338905334472656,1.7777777777777777
@goldenunicornrae0.jpg,"(300, 168)",0.0096435546875,1.7857142857142858
@goldenunicornrae1.jpg,"(237, 213)",0.016699790954589844,1.1126760563380282
@goldenunicornrae10.jpg,"(201, 251)",0.010081291198730469,0.8007968127490039
@goldenunicornrae11.jpg,"(310, 163)",0.010061264038085938,1.901840490797546
@goldenunicornrae12.jpg,"(201, 251)",0.008952140808105469,0.8007968127490039
@goldenunicornrae2.jpg,"(225, 225)",0.01300811767578125,1.0
@goldenunicornrae3.jpg,"(225, 225)",0.0154571533203125,1.0
@goldenunicornrae4.jpg,"(300, 168)",0.014150619506835938,1.7857142857142858
@goldenunicornrae5.jpg,"(280, 180)",0.0102386474609375,1.5555555555555556
@goldenunicornrae6.jpg,"(225, 225)",0.007113456726074219,1.0
@goldenunicornrae8.jpg,"(225, 225)",0.007862091064453125,1.0
@goldenunicornrae9.jpg,"(580, 372)",0.0335235595703125,1.5591397849462365
@good.boy.ollie0.jpg,"(225, 225)",0.0071201324462890625,1.0
@good.boy.ollie1.jpg,"(768, 1024)",0.15194225311279297,0.75
@good.boy.ollie10.jpg,"(300, 373)",0.02340412139892578,0.8042895442359249
@good.boy.ollie11.jpg,"(1200, 1500)",0.2390756607055664,0.8
@good.boy.ollie2.jpg,"(300, 300)",0.011796951293945312,1.0
@good.boy.ollie3.jpg,"(1200, 1500)",0.2343759536743164,0.8
@good.boy.ollie4.jpg,"(518, 695)",0.060235023498535156,0.7453237410071942
@good.boy.ollie5.jpg,"(1280, 720)",0.11823368072509766,1.7777777777777777
@good.boy.ollie6.jpg,"(1200, 800)",0.09047794342041016,1.5
@good.boy.ollie7.jpg,"(578, 829)",0.06640434265136719,0.6972255729794934
@good.boy.ollie9.jpg,"(1280, 720)",0.08423995971679688,1.7777777777777777
@harlso0.jpg,"(1280, 720)",0.06456756591796875,1.7777777777777777
@harlso1.jpg,"(300, 168)",0.011216163635253906,1.7857142857142858
@harlso10.jpg,"(201, 251)",0.010909080505371094,0.8007968127490039
@harlso11.jpg,"(800, 800)",0.05988788604736328,1.0
@harlso12.jpg,"(300, 168)",0.009357452392578125,1.7857142857142858
@harlso13.jpg,"(3614, 3614)",0.5799751281738281,1.0
@harlso14.jpg,"(480, 480)",0.035869598388671875,1.0
@harlso3.jpg,"(940, 939)",0.07206916809082031,1.0010649627263046
@harlso4.jpg,"(1200, 675)",0.20143699645996094,1.7777777777777777
@harlso5.jpg,"(201, 251)",0.0076236724853515625,0.8007968127490039
@harlso6.jpg,"(168, 300)",0.009989738464355469,0.56
@harlso7.jpg,"(894, 894)",0.07999324798583984,1.0
@harlso8.jpg,"(1080, 1181)",0.09899234771728516,0.9144792548687553
@harlso9.jpg,"(1500, 1000)",0.18882465362548828,1.5
@henrythecoloradodog0.jpg,"(512, 640)",0.06158733367919922,0.8
@henrythecoloradodog1.jpg,"(1080, 1329)",0.15661334991455078,0.8126410835214447
@henrythecoloradodog10.jpg,"(204, 247)",0.008992195129394531,0.8259109311740891
@henrythecoloradodog11.jpg,"(1500, 1819)",0.17311763763427734,0.8246289169873557
@henrythecoloradodog12.jpg,"(201, 251)",0.014013290405273438,0.8007968127490039
@henrythecoloradodog13.jpg,"(1080, 1350)",0.1095724105834961,0.8
@henrythecoloradodog2.jpg,"(736, 920)",0.09682846069335938,0.8
@henrythecoloradodog4.jpg,"(232, 217)",0.00907135009765625,1.0691244239631337
@henrythecoloradodog5.jpg,"(480, 480)",0.04108238220214844,1.0
@henrythecoloradodog6.jpg,"(2030, 2048)",0.34338951110839844,0.9912109375
@henrythecoloradodog7.jpg,"(761, 428)",0.053666114807128906,1.77803738317757
@henrythecoloradodog8.jpg,"(1278, 2048)",0.2190704345703125,0.6240234375
@henrythecoloradodog9.jpg,"(201, 251)",0.014834403991699219,0.8007968127490039
@hi_im_chewie0.jpg,"(194, 259)",0.0119476318359375,0.749034749034749
@hi_im_chewie1.jpg,"(201, 251)",0.008379936218261719,0.8007968127490039
@hi_im_chewie10.jpg,"(640, 640)",0.06340789794921875,1.0
@hi_im_chewie11.jpg,"(203, 248)",0.011953353881835938,0.8185483870967742
@hi_im_chewie12.jpg,"(225, 225)",0.016556739807128906,1.0
@hi_im_chewie2.jpg,"(640, 800)",0.06574058532714844,0.8
@hi_im_chewie3.jpg,"(225, 225)",0.010552406311035156,1.0
@hi_im_chewie4.jpg,"(225, 225)",0.014498710632324219,1.0
@hi_im_chewie5.jpg,"(201, 251)",0.010838508605957031,0.8007968127490039
@hi_im_chewie6.jpg,"(399, 501)",0.030936241149902344,0.7964071856287425
@hi_im_chewie7.jpg,"(225, 225)",0.008043289184570312,1.0
@hi_im_chewie8.jpg,"(200, 252)",0.009715080261230469,0.7936507936507936
@hi_im_chewie9.jpg,"(201, 251)",0.012948989868164062,0.8007968127490039
@itsdougthepug0.jpg,"(736, 920)",0.0779428482055664,0.8
@itsdougthepug1.jpg,"(1500, 1125)",0.16410446166992188,1.3333333333333333
@itsdougthepug11.jpg,"(2048, 2048)",0.4653291702270508,1.0
@itsdougthepug2.jpg,"(736, 736)",0.09449100494384766,1.0
@itsdougthepug3.jpg,"(736, 736)",0.10324478149414062,1.0
@itsdougthepug4.jpg,"(1280, 720)",0.18009471893310547,1.7777777777777777
@itsdougthepug5.jpg,"(1536, 2048)",0.5084447860717773,0.75
@itsdougthepug6.jpg,"(800, 1315)",0.14300060272216797,0.6083650190114068
@itsdougthepug7.jpg,"(1440, 806)",0.12620258331298828,1.7866004962779156
@itsdougthepug8.jpg,"(900, 900)",0.07459735870361328,1.0
@itsdougthepug9.jpg,"(736, 736)",0.0904397964477539,1.0
@izzythe.frenchie0.jpg,"(557, 560)",0.059426307678222656,0.9946428571428572
@izzythe.frenchie1.jpg,"(400, 400)",0.023275375366210938,1.0
@izzythe.frenchie10.jpg,"(2000, 1333)",0.20573806762695312,1.5003750937734435
@izzythe.frenchie2.jpg,"(1500, 2248)",0.15606117248535156,0.6672597864768683
@izzythe.frenchie3.jpg,"(220, 293)",0.013158798217773438,0.7508532423208191
@izzythe.frenchie4.jpg,"(1440, 1440)",0.37487220764160156,1.0
@izzythe.frenchie6.jpg,"(2548, 1700)",0.2628955841064453,1.4988235294117647
@izzythe.frenchie7.jpg,"(660, 372)",0.01628398895263672,1.7741935483870968
@izzythe.frenchie8.jpg,"(201, 250)",0.0055103302001953125,0.804
@jackson_the_dalmatian0.jpg,"(225, 225)",0.011377334594726562,1.0
@jackson_the_dalmatian1.jpg,"(168, 300)",0.010621070861816406,0.56
@jackson_the_dalmatian10.jpg,"(564, 564)",0.03020954132080078,1.0
@jackson_the_dalmatian11.jpg,"(225, 225)",0.007885932922363281,1.0
@jackson_the_dalmatian2.jpg,"(168, 300)",0.013101577758789062,0.56
@jackson_the_dalmatian3.jpg,"(225, 225)",0.008197784423828125,1.0
@jackson_the_dalmatian4.jpg,"(260, 194)",0.009685516357421875,1.3402061855670102
@jackson_the_dalmatian5.jpg,"(168, 300)",0.010352134704589844,0.56
@jackson_the_dalmatian6.jpg,"(170, 297)",0.012883186340332031,0.5723905723905723
@jackson_the_dalmatian7.jpg,"(259, 194)",0.011564254760742188,1.3350515463917525
@jackson_the_dalmatian8.jpg,"(236, 413)",0.024312973022460938,0.5714285714285714
@jackson_the_dalmatian9.jpg,"(238, 211)",0.011109352111816406,1.127962085308057
@jiffpom0.jpg,"(1080, 1350)",0.19021129608154297,0.8
@jiffpom1.jpg,"(300, 300)",0.014838218688964844,1.0
@jiffpom10.jpg,"(1200, 1200)",0.14606666564941406,1.0
@jiffpom11.jpg,"(1080, 1080)",0.08387565612792969,1.0
@jiffpom2.jpg,"(400, 400)",0.017233848571777344,1.0
@jiffpom3.jpg,"(640, 640)",0.04852104187011719,1.0
@jiffpom4.jpg,"(900, 900)",0.06939506530761719,1.0
@jiffpom5.jpg,"(3077, 3077)",0.5114517211914062,1.0
@jiffpom6.jpg,"(640, 640)",0.051970481872558594,1.0
@jiffpom7.jpg,"(1136, 852)",0.07079792022705078,1.3333333333333333
@jiffpom8.jpg,"(1200, 1200)",0.08251571655273438,1.0
@jiffpom9.jpg,"(225, 225)",0.0064296722412109375,1.0
@lecorgi1.jpg,"(300, 300)",0.014609336853027344,1.0
@lecorgi10.jpg,"(700, 467)",0.04963970184326172,1.4989293361884368
@lecorgi11.jpg,"(225, 225)",0.010972023010253906,1.0
@lecorgi12.jpg,"(201, 251)",0.009783744812011719,0.8007968127490039
@lecorgi2.jpg,"(700, 467)",0.04858875274658203,1.4989293361884368
@lecorgi3.jpg,"(1080, 1350)",0.1632709503173828,0.8
@lecorgi4.jpg,"(1080, 1080)",0.16121864318847656,1.0
@lecorgi5.jpg,"(1200, 1200)",0.09145641326904297,1.0
@lecorgi6.jpg,"(760, 430)",0.042967796325683594,1.7674418604651163
@lecorgi7.jpg,"(736, 919)",0.0822439193725586,0.8008705114254625
@lecorgi8.jpg,"(201, 251)",0.010096549987792969,0.8007968127490039
@lecorgi9.jpg,"(275, 183)",0.012104034423828125,1.5027322404371584
@loki_the_wolfdog0.jpg,"(1400, 1151)",0.2727785110473633,1.2163336229365769
@loki_the_wolfdog1.jpg,"(880, 879)",0.19558238983154297,1.0011376564277588
@loki_the_wolfdog10.jpg,"(2000, 1334)",0.3827238082885742,1.4992503748125936
@loki_the_wolfdog11.jpg,"(1200, 627)",0.06446361541748047,1.9138755980861244
@loki_the_wolfdog12.jpg,"(670, 669)",0.06392383575439453,1.0014947683109119
@loki_the_wolfdog13.jpg,"(3529, 2353)",1.5117626190185547,1.4997875053123673
@loki_the_wolfdog2.jpg,"(227, 222)",0.011876106262207031,1.0225225225225225
@loki_the_wolfdog4.jpg,"(465, 300)",0.034468650817871094,1.55
@loki_the_wolfdog5.jpg,"(1800, 1440)",0.29271602630615234,1.25
@loki_the_wolfdog6.jpg,"(2000, 1334)",0.2552013397216797,1.4992503748125936
@loki_the_wolfdog7.jpg,"(1800, 1013)",0.11807823181152344,1.7769002961500493
@loki_the_wolfdog8.jpg,"(201, 251)",0.011615753173828125,0.8007968127490039
@loki_the_wolfdog9.jpg,"(225, 225)",0.014301300048828125,1.0
@madmax_fluffyroad0.jpg,"(225, 225)",0.007910728454589844,1.0
@madmax_fluffyroad1.jpg,"(201, 251)",0.010783195495605469,0.8007968127490039
@madmax_fluffyroad11.jpg,"(201, 251)",0.0076541900634765625,0.8007968127490039
@madmax_fluffyroad12.jpg,"(201, 251)",0.008847236633300781,0.8007968127490039
@madmax_fluffyroad2.jpg,"(201, 251)",0.010071754455566406,0.8007968127490039
@madmax_fluffyroad3.jpg,"(900, 900)",0.06598186492919922,1.0
@madmax_fluffyroad4.jpg,"(201, 251)",0.012738227844238281,0.8007968127490039
@madmax_fluffyroad5.jpg,"(201, 251)",0.009198188781738281,0.8007968127490039
@madmax_fluffyroad6.jpg,"(225, 225)",0.007691383361816406,1.0
@madmax_fluffyroad7.jpg,"(168, 300)",0.0075664520263671875,0.56
@madmax_fluffyroad8.jpg,"(225, 224)",0.007487297058105469,1.0044642857142858
@madmax_fluffyroad9.jpg,"(201, 251)",0.0063533782958984375,0.8007968127490039
@manny_the_frenchie0.jpg,"(640, 640)",0.04532432556152344,1.0
@manny_the_frenchie1.jpg,"(167, 250)",0.004641532897949219,0.668
@manny_the_frenchie10.jpg,"(750, 421)",0.03030681610107422,1.7814726840855106
@manny_the_frenchie11.jpg,"(6016, 4000)",1.7584266662597656,1.504
@manny_the_frenchie2.jpg,"(1399, 1784)",0.26633739471435547,0.7841928251121076
@manny_the_frenchie4.jpg,"(2000, 1333)",0.08119773864746094,1.5003750937734435
@manny_the_frenchie5.jpg,"(465, 612)",0.020875930786132812,0.7598039215686274
@manny_the_frenchie6.jpg,"(1200, 628)",0.09662151336669922,1.910828025477707
@manny_the_frenchie7.jpg,"(1920, 1080)",0.1182699203491211,1.7777777777777777
@manny_the_frenchie8.jpg,"(736, 736)",0.11962032318115234,1.0
@manny_the_frenchie9.jpg,"(1500, 1000)",0.1198263168334961,1.5
@marniethedog0.jpg,"(2031, 1712)",0.3870840072631836,1.1863317757009346
@marniethedog1.jpg,"(1280, 1280)",0.13980484008789062,1.0
@marniethedog10.jpg,"(1280, 1103)",0.11843490600585938,1.1604714415231188
@marniethedog11.jpg,"(2048, 1536)",0.3190650939941406,1.3333333333333333
@marniethedog2.jpg,"(1280, 960)",0.09239864349365234,1.3333333333333333
@marniethedog3.jpg,"(1200, 630)",0.06280326843261719,1.9047619047619047
@marniethedog4.jpg,"(3000, 1943)",0.3887338638305664,1.5440041173443129
@marniethedog5.jpg,"(1200, 800)",0.0883169174194336,1.5
@marniethedog6.jpg,"(2048, 1692)",0.42824840545654297,1.210401891252955
@marniethedog7.jpg,"(1000, 1000)",0.07724475860595703,1.0
@marniethedog8.jpg,"(1200, 630)",0.1400165557861328,1.9047619047619047
@marniethedog9.jpg,"(1080, 928)",0.11851882934570312,1.1637931034482758
@marutaro0.jpg,"(360, 360)",0.01522064208984375,1.0
@marutaro1.jpg,"(1024, 1024)",0.0803518295288086,1.0
@marutaro10.jpg,"(612, 612)",0.04300975799560547,1.0
@marutaro11.jpg,"(1024, 680)",0.06821060180664062,1.5058823529411764
@marutaro3.jpg,"(1200, 753)",0.09909343719482422,1.593625498007968
@marutaro4.jpg,"(1200, 809)",0.09946632385253906,1.4833127317676142
@marutaro5.jpg,"(804, 859)",0.090911865234375,0.9359720605355064
@marutaro6.jpg,"(750, 422)",0.020432472229003906,1.7772511848341233
@marutaro7.jpg,"(768, 821)",0.07324409484863281,0.9354445797807551
@marutaro8.jpg,"(609, 608)",0.11772823333740234,1.0016447368421053
@marutaro9.jpg,"(825, 464)",0.042079925537109375,1.7780172413793103
@mayapolarbear0.jpg,"(320, 180)",0.009419441223144531,1.7777777777777777
@mayapolarbear1.jpg,"(1080, 1080)",0.0900421142578125,1.0
@mayapolarbear10.jpg,"(225, 225)",0.007031440734863281,1.0
@mayapolarbear11.jpg,"(1080, 1080)",0.09982967376708984,1.0
@mayapolarbear12.jpg,"(696, 805)",0.044139862060546875,0.8645962732919255
@mayapolarbear2.jpg,"(209, 241)",0.006567955017089844,0.8672199170124482
@mayapolarbear3.jpg,"(201, 250)",0.008421897888183594,0.804
